temp,fatalities
295.54545454545456,726.0
295.55555555555554,792.0
295.57142857142856,217.0
295.5833333333333,1521.0
295.6,3712.0
295.625,684.0
295.6363636363636,3109.0
295.6666666666667,3797.0
295.7,1577.0
295.7142857142857,375.0
295.72727272727275,1365.0
295.75,6642.0
295.77777777777777,462.0
295.8,1831.0
295.8181818181818,300.0
295.8333333333333,1162.0
295.85714285714283,246.0
295.875,714.0
295.8888888888889,413.0
295.9,1407.0
295.90909090909093,823.0
295.9166666666667,178.0
296.0,35196.0
296.09090909090907,664.0
296.1,1459.0
296.1111111111111,1308.0
296.125,618.0
296.1428571428572,446.0
296.1666666666667,615.0
296.1818181818182,351.0
296.2,652.0
296.22222222222223,542.0
296.25,1822.0
296.27272727272725,310.0
296.2857142857143,678.0
296.3,901.0
296.3333333333333,5696.0
296.3636363636364,470.0
296.375,758.0
296.4,1608.0
296.4166666666667,52.0
296.42857142857144,234.0
296.44444444444446,19364.0
296.45454545454544,567.0
296.5,15096.0
296.54545454545456,614.0
296.55555555555554,2391.0
296.57142857142856,845.0
296.5833333333333,678.0
296.6,4757.0
296.625,1118.0
296.6363636363636,1327.0
296.6666666666667,3644.0
296.7,1694.0
296.7142857142857,363.0
296.72727272727275,406.0
296.75,968.0
296.77777777777777,1185.0
296.8,1871.0
296.8181818181818,567.0
296.8333333333333,694.0
296.85714285714283,584.0
296.875,519.0
296.8888888888889,914.0
296.9,878.0
296.90909090909093,2007.0
297.0,22690.0
297.09090909090907,354.0
297.1,1053.0
297.1111111111111,923.0
297.125,469.0
297.1428571428572,344.0
297.1666666666667,1627.0
297.1818181818182,421.0
297.2,1388.0
297.22222222222223,454.0
297.25,1090.0
297.27272727272725,230.0
297.2857142857143,567.0
297.3,800.0
297.3333333333333,1323.0
297.3636363636364,275.0
297.375,271.0
297.4,1747.0
297.4166666666667,2.0
297.42857142857144,687.0
297.44444444444446,1834.0
297.45454545454544,238.0
297.5,21806.0
297.54545454545456,780.0
297.55555555555554,510.0
297.57142857142856,1190.0
