prec,fatalities
0.0010378945454545,2.0
0.0010379711111111,13.0
0.0010379727272727,124.0
0.0010380454545454,3.0
0.00103821,31.0
0.0010383033333333,5.0
0.0010383999999999,16.0
0.001038493,51.0
0.0010385727272727,3.0
0.0010386027272727,8.0
0.0010386218181818,4.0
0.0010386727272727,25.0
0.0010386818181818,100.0
0.0010387108333333,20.0
0.0010387272727272,8.0
0.0010387666666666,42.0
0.0010387945454545,17.0
0.001039,1.0
0.001039072,6.0
0.0010391827272727,7.0
0.0010392,19.0
0.001039204,41.0
0.0010393372727272,7.0
0.001039512,5.0
0.0010395142857142,48.0
0.0010395181818181,4.0
0.0010395545454545,8.0
0.0010396363636363,1.0
0.00103965,8.0
0.0010397833333333,9.0
0.0010398272727272,38.0
0.0010398599999999,61.0
0.001039925,10.0
0.0010400799999999,13.0
0.00104016375,37.0
0.0010402,7.0
0.0010402136363636,27.0
0.0010403,18.0
0.001040391,7.0
0.0010403918181818,12.0
0.001040491,7.0
0.001040503,13.0
0.0010405181818181,0.0
0.001040772,4.0
0.0010407818181818,9.0
0.001040813,16.0
0.001040891,15.0
0.001041009090909,75.0
0.001041033,8.0
0.0010410909090909,6.0
0.0010412222222222,6.0
0.00104123,0.0
0.0010413636363636,7.0
0.0010414127272727,1.0
0.0010414454545454,0.0
0.0010414818181818,5.0
0.0010415258333333,12.0
0.0010416916666666,7.0
0.0010416936363636,72.0
0.001041709090909,24.0
0.001041783,1.0
0.0010419,20.0
0.0010419083333333,304.0
0.0010420363636363,47.0
0.00104231,6.0
0.00104262875,26.0
0.0010426355555555,6.0
0.001042653,28.0
0.001042719090909,33.0
0.00104275,128.0
0.0010427709090909,4.0
0.001042817,15.0
0.001042909090909,2.0
0.0010429111111111,3.0
0.0010429775,110.0
0.00104313875,16.0
0.0010431545454545,46.0
0.00104335,1.0
0.0010434272727272,5.0
0.0010435,4.0
0.001043601,1.0
0.0010436545454545,6.0
0.0010436858333333,10.0
0.001044,217.0
0.0010440636363636,6.0
0.0010441,1.0
0.0010441516666666,0.0
0.0010441666666666,16.0
0.0010442272727272,6.0
0.00104433,6.0
0.0010443545454545,3.0
0.0010443555555555,5.0
0.001044395,56.0
0.0010444545454545,0.0
0.0010445,5.0
0.00104455,28.0
0.0010445841666666,1.0
0.0010445945454545,18.0
0.0010447645454545,12.0
0.0010447916666666,17.0
0.0010448811111111,1.0
0.0010448888888888,43.0
0.0010449272727272,199.0
0.0010450599999999,2.0
0.0010450833333333,3.0
0.0010451481818181,0.0
0.00104515,0.0
0.0010452209999999,16.0
0.0010454181818181,1.0
0.0010454677777777,3.0
0.001045601,24.0
0.0010456777777777,4.0
0.0010457099999999,4.0
0.00104571,18.0
0.0010458111111111,2.0
0.0010459555555555,47.0
0.0010459875,23.0
0.0010461281818181,43.0
0.0010461363636363,1.0
0.0010461463636363,7.0
0.0010461472727272,17.0
0.001046149090909,54.0
0.0010461818181818,6.0
0.0010462,3.0
0.0010463545454545,1.0
0.0010463909090909,12.0
0.001046391,15.0
0.0010464909090909,0.0
0.00104652,22.0
0.0010466455555555,17.0
0.00104666,0.0
0.001046709090909,12.0
0.00104671,1.0
0.001046725,24.0
0.0010469,166.0
0.00104691625,19.0
0.0010470181818181,13.0
0.0010470425,9.0
0.0010470454545454,42.0
0.00104707,13.0
0.0010470909090909,6.0
0.0010473,8.0
0.0010473918181818,34.0
0.0010475218181818,12.0
0.0010475727272727,84.0
0.0010476363636363,1.0
0.0010477,7.0
0.0010477599999999,73.0
0.0010477763636363,9.0
0.0010477818181818,11.0
0.0010478,2.0
0.0010478272727272,10.0
0.001047837,0.0
0.0010478999999999,2.0
0.0010479999999999,5.0
0.001048082,66.0
0.0010481818181818,2.0
0.001048331,16.0
0.001048452,0.0
0.0010485272727272,12.0
0.0010485363636363,5.0
0.0010485636363636,7.0
0.001048629090909,20.0
0.0010486454545454,1.0
0.0010486455555555,136.0
0.0010486663636363,0.0
0.0010488333333333,8.0
0.0010488555555555,18.0
0.001048911,13.0
0.0010489372727272,190.0
0.0010489875,102.0
0.0010490275,235.0
0.0010490554545454,11.0
0.00104911375,28.0
0.00104917,3.0
0.0010491714285714,3.0
0.0010493545454545,1.0
0.0010495749999999,34.0
0.0010496272727272,4.0
0.001049663,7.0
0.001049709090909,5.0
0.0010497166666666,5.0
0.001049729090909,1.0
0.0010497566666666,2.0
0.001049891,0.0
0.0010498999999999,5.0
0.00105,17.0
0.0010500363636363,36.0
0.0010501454545454,26.0
0.001050154,1.0
0.0010501636363636,35.0
0.0010504727272727,21.0
0.0010505011111111,57.0
0.00105053,2.0
0.001050573,0.0
0.00105063,8.0
0.00105064,4.0
0.0010506909090909,153.0
0.0010508,20.0
0.0010509272727272,2.0
0.0010510363636363,14.0
0.0010513727272727,9.0
0.0010515166666666,5400.0
0.0010515555555555,5.0
0.001051572,128.0
0.00105162,8.0
0.0010516363636363,13.0
0.0010516545454545,250.0
0.0010516909090909,2.0
0.00105175,6.0
0.001051751,10.0
0.0010519177777777,10.0
0.0010519566666666,112.0
0.0010519818181818,5.0
0.0010522875,31.0
0.0010523333333333,64.0
0.001052511,4.0
0.0010527545454545,2.0
0.0010528309090909,2.0
0.00105285,26.0
0.0010528888888888,5.0
0.0010532,8.0
0.0010532222222222,1.0
0.0010532455555555,31.0
0.0010532857142857,2.0
0.00105355,11.0
0.00105356,8.0
0.0010536,22.0
0.0010536666666666,46.0
0.001053725,16.0
0.0010538442857142,13.0
0.0010539909090909,3.0
0.0010540011111111,0.0
0.0010540111111111,2.0
0.0010540545454545,1.0
0.0010540645454545,189.0
0.0010542571428571,76.0
0.0010543636363636,5.0
0.0010544,44.0
0.0010545144444444,20.0
0.0010545363636363,29.0
0.0010546363636363,7.0
0.0010547166666666,2.0
0.001054825,21.0
0.0010549,97.0
0.0010549027272727,0.0
0.0010549166666666,5.0
0.0010549688888888,12.0
0.001055075,23.0
0.001055171,1.0
0.0010551918181818,3.0
0.0010552858333333,26.0
0.001055319090909,10.0
0.0010553636363636,22.0
0.0010554219999999,52.0
0.0010555875,1.0
0.0010556155555555,2.0
0.0010556454545454,3.0
0.0010556463636363,1.0
0.0010557909090909,1.0
0.001055925,25.0
0.0010559999999999,73.0
0.001056,4.0
0.0010561018181818,5.0
0.0010561181818181,0.0
0.001056203,34.0
0.001056272,16.0
0.00105628,592.0
0.0010563425,0.0
0.0010563636363636,9.0
0.001056709090909,3.0
0.0010569,4.0
0.0010569688888888,4.0
0.0010569833333333,9.0
0.00105700375,10.0
0.0010570116666666,52.0
0.0010571181818181,10.0
0.0010572,3.0
0.0010572818181818,17.0
0.0010573,69.0
0.001057381,12.0
0.0010576918181818,6.0
0.0010577833333333,6.0
0.001057791,60.0
0.0010578454545454,1.0
0.001057881,55.0
0.0010579233333333,5.0
0.0010579636363636,9.0
0.001057964,33.0
0.00105798875,25.0
0.0010580318181818,1.0
0.00105812,4.0
0.0010581272727272,0.0
0.0010582175,2.0
0.0010582319999999,5.0
0.0010582727272727,2.0
0.001058325,75.0
0.0010583571428571,7.0
0.00105842,2.0
0.0010584581818181,1.0
0.0010584909090909,103.0
0.0010585591666666,85.0
0.0010587109090909,40.0
0.0010587433333333,5.0
0.0010588583333333,0.0
0.00105889,129.0
0.00105893875,4.0
0.0010589666666666,6.0
0.0010590999999999,0.0
0.0010591399999999,102.0
0.0010592636363636,3.0
0.0010595083333333,7.0
0.0010598333333333,9.0
0.0010598594545454,0.0
0.0010598636363636,2.0
0.001059871,19.0
0.0010598745454545,72.0
0.0010600545454545,19.0
0.0010600909090909,1.0
0.00106029,8.0
0.001060309090909,8.0
0.00106031,39.0
0.0010605666666666,22.0
0.0010606181818181,1.0
0.0010606272727272,0.0
0.0010606363636363,2.0
0.001060663,9.0
0.0010606855555555,8.0
0.0010607625,18.0
0.0010608624999999,8.0
0.0010610909090909,7.0
0.0010611888888888,36.0
0.0010613999999999,13.0
0.0010614,2.0
0.0010614545454545,9.0
0.0010615009090909,11.0
0.0010615645454545,3.0
0.00106163,15.0
0.0010617111111111,8.0
0.0010617283333333,2.0
0.0010617727272727,8.0
0.0010617854545454,2.0
0.0010617875,9.0
0.00106184,4.0
0.0010619,3483.0
0.001061932,3.0
0.001061971,16.0
0.0010619925,8.0
0.001062,6.0
0.0010620783333333,7.0
0.0010621009090909,1.0
0.0010621699999999,4.0
0.0010622609090909,10.0
0.0010623,31.0
0.00106233,6.0
0.0010623372727272,4.0
0.0010623625,6.0
0.0010624157142857,110.0
0.001062425,20.0
0.0010625454545454,16.0
0.001062605,8.0
0.00106268,39.0
0.0010628125,7.0
0.00106285,6.0
0.00106286,1.0
0.001062943,13.0
0.0010629833333333,72.0
0.0010630666666666,3.0
0.001063241,47.0
0.0010634436363636,103.0
0.001063461,72.0
0.001063464,116.0
0.00106348,7.0
0.00106357,8.0
0.001063753,4.0
0.0010638,38.0
0.0010638381818181,2.0
0.0010638454545454,3.0
0.001063851,3.0
0.0010638581818181,35.0
0.001063881,21.0
0.001063909090909,3.0
0.0010639333333333,4.0
0.00106394,35.0
0.001064,53.0
0.0010640909090909,2.0
0.0010641583333333,19.0
0.0010642727272727,5.0
0.0010643636363636,4.0
0.001064421,7.0
0.0010645818181818,4.0
0.001064625,45.0
0.001064826,15.0
0.0010648727272727,1.0
0.0010648766666666,51.0
0.00106496,2.0
0.0010652636363636,35.0
0.0010653344444444,1.0
0.00106535,1.0
0.0010654,577.0
0.0010654039999999,11.0
0.0010654363636363,1.0
0.001065581,42.0
0.0010656666666666,13.0
0.0010658818181818,3.0
0.0010661227272727,8.0
0.0010661499999999,686.0
0.0010661925,1.0
0.0010662191666666,67.0
0.0010662363636363,24.0
0.0010664545454545,11.0
0.0010665272727272,10.0
0.0010665318181818,27.0
0.0010665442857142,2.0
0.0010665709090909,0.0
0.0010665909090909,35.0
0.0010667272727272,29.0
0.0010670083333333,38.0
0.0010670663636363,2.0
0.001067084,49.0
0.001067104,2.0
0.0010671049090909,47.0
0.0010672727272727,6.0
0.00106739,6.0
0.00106743,24.0
0.0010676333333333,32.0
0.0010677999999999,6.0
0.0010678,2.0
0.0010678025,14.0
0.0010678555555555,1.0
0.0010678636363636,11.0
0.0010678666666666,849.0
0.001067883,1.0
0.0010679,84.0
0.0010679799999999,50.0
0.001068054,24.0
0.0010680736363636,13.0
0.0010680916666666,6.0
0.00106810125,14.0
0.0010682125,14.0
0.0010682412727272,0.0
0.0010682727272727,8.0
0.001068425,1496.0
0.001068621,3.0
0.0010687454545454,2.0
0.0010687927272727,3.0
0.0010688175,4.0
0.001068851,11.0
0.0010688899999999,11.0
0.0010689181818181,32.0
0.00106894,15.0
0.00106898875,3.0
0.0010690209999999,1.0
0.00106905,22.0
0.0010691,4.0
0.0010691763636363,4.0
0.0010692,7.0
0.00106923,0.0
0.0010693777777777,12.0
0.00106953,11.0
0.0010697,5.0
0.0010697109999999,23.0
0.00107,86.0
0.001070019090909,82.0
0.0010702036363636,8.0
0.001070209090909,10.0
0.0010702545454545,3.0
0.0010703175,161.0
0.0010703818181818,4.0
0.0010704444444444,5.0
0.00107052625,4.0
0.0010706083333333,77.0
0.001070611,16.0
0.001070624,3.0
0.001070661,1.0
0.0010707363636363,51.0
0.0010707625,54.0
0.0010708363636363,3.0
0.001070941,40.0
0.001071,7.0
0.001071001,1.0
0.0010710833333333,227.0
0.0010710841666666,210.0
0.0010711111111111,14.0
0.0010711272727272,2.0
0.001071135,8.0
0.00107117875,1.0
0.0010712355555555,40.0
0.00107127,4.0
0.0010712822222222,14.0
0.0010712857142857,12.0
0.0010713016666666,24.0
0.00107131,3.0
0.0010715909090909,4.0
0.0010716,4.0
0.0010716363636363,2.0
0.0010717,7.0
0.0010718499999999,75.0
0.0010718727272727,29.0
0.0010719033333333,12.0
0.001071909090909,1.0
0.0010720144444444,3.0
0.0010720818181818,2.0
0.0010722083333333,7.0
0.001072209090909,7.0
0.0010722566666666,3.0
0.0010722727272727,1.0
0.00107246375,29.0
0.001072471,4.0
0.0010725555555555,4.0
0.0010725833333333,5.0
0.0010726149999999,56.0
0.0010726572727272,6.0
0.0010726754545454,41.0
0.0010727,215.0
0.0010728222222222,4.0
0.0010728571428571,5.0
0.0010728666666666,4.0
0.0010729,0.0
0.0010729125,16.0
0.0010729545454545,37.0
0.001072977,3.0
0.0010729909090909,2.0
0.001073,9.0
0.0010730909090909,7.0
0.0010731218181818,1.0
0.0010731818181818,30.0
0.0010732222222222,4.0
0.0010733818181818,2000.0
0.0010735636363636,4.0
0.0010736,3.0
0.0010736222222222,37.0
0.0010737391666666,24.0
0.00107376,2.0
0.001073809090909,1.0
0.0010738181818181,2.0
0.0010738199999999,7.0
0.0010738463636363,6.0
0.00107401,14.0
0.0010743636363636,17.0
0.0010743864,23.0
0.0010743999999999,2.0
0.0010744503636363,0.0
0.001074475,5.0
0.00107465,3.0
0.0010747916666666,11.0
0.0010748,1.0
0.001075009090909,89.0
0.0010750624999999,1.0
0.0010753666666666,41.0
0.0010753714285714,68.0
0.0010754333333333,1.0
0.0010755,20.0
0.001075509090909,5.0
0.0010756181818181,2.0
0.0010757272727272,5.0
0.001075762,5.0
0.0010758583333333,1.0
0.0010759,42.0
0.001075903,5.0
0.001076119090909,0.0
0.001076125,28.0
0.0010761827272727,6.0
0.0010762122222222,10.0
0.001076261,4.0
0.00107637625,8.0
0.0010765,24.0
0.0010765454545454,14.0
0.0010765675,3.0
0.0010766181818181,13.0
0.0010766481818181,3.0
0.001076831,3.0
0.00107686,0.0
0.00107689375,10.0
0.0010769363636363,25.0
0.0010769745454545,1.0
0.0010770545454545,33.0
0.00107707,85.0
0.0010771,97.0
0.001077109090909,61.0
0.0010771645454545,2.0
0.0010772181818181,2.0
0.0010773625,49.0
0.0010773636363636,16.0
0.0010773909090909,5.0
0.0010773909999999,3.0
0.0010774,66.0
0.0010775372727272,44.0
0.0010775588888888,10.0
0.0010775727272727,13.0
0.00107762,1.0
0.0010776355555555,34.0
0.0010777222222222,1.0
0.0010777463636363,26.0
0.00107775,237.0
0.0010777554545454,9.0
0.0010778009090909,18.0
0.0010779762499999,61.0
0.0010780545454545,3.0
0.0010781818181818,8.0
0.0010781833333333,75.0
0.0010782727272727,14.0
0.0010782758333333,140.0
0.0010784727272727,16.0
0.0010784818181818,1.0
0.0010785636363636,0.0
0.001078625,9.0
0.0010786363636363,22.0
0.0010787111111111,3.0
0.0010787272727272,6.0
0.0010787333333333,1.0
0.0010787888888888,18.0
0.00107880375,1.0
0.0010788909090909,15.0
0.001078982,14.0
0.0010791083333333,441.0
0.0010791583333333,85.0
0.001079225,36.0
0.0010792336363636,11.0
0.0010796463636363,2.0
0.0010797083333333,750.0
0.0010800927272727,2.0
0.00108011,12.0
0.0010801936363636,0.0
0.0010802,7.0
0.0010802454545454,19.0
0.0010802727272727,1.0
0.0010802736363636,22.0
0.0010805545454545,55.0
0.0010806,1.0
0.0010806363636363,2.0
0.00108065,8.0
0.0010807009999999,0.0
0.0010807249999999,6.0
0.00108072625,4.0
0.0010807363636363,0.0
0.0010807909090909,0.0
0.0010808,17.0
0.0010808016666666,36.0
0.0010809309090909,9.0
0.0010811683333333,7.0
0.0010811827272727,30.0
0.001081245,28.0
0.0010812727272727,7.0
0.0010813272727272,1.0
0.0010813363636363,2.0
0.0010813427272727,5.0
0.0010814727272727,24.0
0.0010815181818181,2.0
0.0010816636363636,2.0
0.0010817,9.0
0.001081793,1.0
0.001081875,13.0
0.0010818909090909,0.0
0.0010818916666666,7.0
0.001081909090909,28.0
0.0010819758333333,38.0
0.0010823609090909,25.0
0.0010824166666666,36.0
0.0010824222222222,18.0
0.0010825566666666,14.0
0.0010825833333333,4.0
0.0010826363636363,1.0
0.0010826372727272,24.0
0.00108277,0.0
0.001082875,46.0
0.001083071,0.0
0.0010832555555555,1.0
0.0010833118181818,2.0
0.0010833545454545,9.0
0.0010833636363636,12.0
0.0010833833333333,54.0
0.0010834727272727,22.0
0.0010834899999999,125.0
0.0010835333333333,1.0
0.0010835566666666,7.0
0.0010836181818181,42.0
0.00108365,0.0
0.0010837754545454,2.0
0.0010837918181818,1.0
0.00108407,22.0
0.0010843674999999,4.0
0.0010844142857142,14.0
0.001084453,92.0
0.0010845,4.0
0.001084509090909,15.0
0.0010845454545454,0.0
0.0010847,3.0
0.0010847909090909,6.0
0.0010848827272727,44.0
0.00108493,1.0
0.001085,0.0
0.0010850572727272,9.0
0.00108507,12.0
0.0010851333333333,6.0
0.0010851363636363,56.0
0.0010851545454545,172.0
0.0010851818181818,20.0
0.0010852011111111,8.0
0.0010852481818181,5.0
0.0010853454545454,20.0
0.0010853636363636,8.0
0.0010854011111111,2.0
0.0010854719999999,18.0
0.001085571,1.0
0.001085625,30.0
0.00108565125,16.0
0.0010856666666666,5.0
0.0010856727272727,20.0
0.0010856909090909,2.0
0.0010857363636363,0.0
0.0010858545454545,7.0
0.0010858754545454,1.0
0.0010858788888888,3.0
0.001085909090909,10.0
0.0010860909090909,12.0
0.00108622,6.0
0.001086273,21.0
0.001086311,47.0
0.001086327,29.0
0.001086409090909,0.0
0.0010864454545454,3.0
0.0010865033333333,38.0
0.0010866363636363,2.0
0.001086671,0.0
0.0010868,10.0
0.0010868636363636,9.0
0.0010869009090909,44.0
0.0010869583333333,16.0
0.0010871083333333,0.0
0.0010872181818181,3.0
0.0010873,290.0
0.0010873416666666,71.0
0.001087425,11.0
0.0010875,32.0
0.0010875636363636,2.0
0.0010877425,72.0
0.0010877818181818,8.0
0.0010878181818181,1.0
0.0010878927272727,7.0
0.00108791,0.0
0.00108807,25.0
0.0010881455555555,30.0
0.0010882181818181,39.0
0.0010882662857142,1.0
0.0010883636363636,3.0
0.0010883999999999,4.0
0.0010884083333333,15.0
0.0010884444444444,39.0
0.0010884645454545,26.0
0.0010884691666666,1.0
0.0010885011111111,69.0
0.0010885454545454,17.0
0.0010885833333333,187.0
0.0010886,2.0
0.00108865,192.0
0.00108871,145.0
0.0010888599999999,5.0
0.0010889,10.0
0.001088909090909,5.0
0.0010890736363636,6.0
0.0010890833333333,6.0
0.00108917,122.0
0.001089209090909,1.0
0.0010892116666666,3.0
0.0010894818181818,3.0
0.0010894909090909,5.0
0.0010895818181818,14.0
0.0010898727272727,9.0
0.0010899363636363,5.0
0.0010899663636363,1.0
0.0010899999999999,36.0
0.0010900009090909,9.0
0.0010901672727272,5.0
0.0010902727272727,41.0
0.0010903636363636,24.0
0.0010904036363636,2.0
0.0010904083333333,22.0
0.0010905363636363,2.0
0.00109057,0.0
0.0010907181818181,5.0
0.00109075,8.0
0.001090809090909,7.0
0.0010908333333333,8.0
0.0010908833333333,11.0
0.001090984,0.0
0.001091,5.0
0.0010910666666666,11.0
0.001091184,20.0
0.001091381,20.0
0.0010914008333333,21.0
0.0010914045454545,14.0
0.0010914545454545,0.0
0.0010915,4.0
0.0010915636363636,5.0
0.0010916,11.0
0.0010916118181818,9.0
0.001091681,10.0
0.00109175,3.0
0.0010917736363636,11.0
0.0010919,60.0
0.0010919999999999,56.0
0.0010920909090909,7.0
0.001092209090909,7.0
0.0010922836363636,0.0
0.0010923018181818,2.0
0.0010923545454545,0.0
0.001092451,30.0
0.0010925,5.0
0.001092525,2.0
0.001092561,3.0
0.0010926091666666,5.0
0.0010926272727272,14.0
0.001092769090909,6.0
0.001092809090909,1.0
0.001092834,5.0
0.001092911,11.0
0.0010929418181818,8.0
0.00109305,0.0
0.0010930909090909,2.0
0.0010931,10.0
0.0010931454545454,2.0
0.0010932272727272,9.0
0.0010932749999999,74.0
0.0010932945454545,8.0
0.001093302,4.0
0.001093352,2.0
0.0010934,3.0
0.0010934545454545,2.0
0.0010935142857142,1.0
0.0010936675,410.0
0.0010936758333333,215.0
0.00109382,52.0
0.0010940171428571,14.0
0.0010941011111111,4.0
0.001094209090909,4.0
0.0010942318181818,66.0
0.0010942333333333,5.0
0.0010943636363636,29.0
0.0010944285714285,0.0
0.0010944636363636,166.0
0.001094474,38.0
0.0010944777777777,1.0
0.0010947309090909,2.0
0.0010948166666666,0.0
0.00109488,36.0
0.0010949545454545,1.0
0.0010949916666666,14.0
0.001095,1.0
0.001095064,19.0
0.0010952508333333,38.0
0.0010954027272727,17.0
0.001095541,13.0
0.0010956381818181,2.0
0.0010956727272727,2.0
0.0010956909090909,14.0
0.0010957188888888,2.0
0.001095831,3.0
0.0010958375,8.0
0.0010959077777777,1.0
0.0010959166666666,13.0
0.0010959372727272,3.0
0.0010960258333333,5.0
0.00109603,28.0
0.0010960833333333,2.0
0.001096162,20.0
0.0010964454545454,39.0
0.0010964636363636,3.0
0.001096475,36.0
0.0010965636363636,3.0
0.0010967333333333,8.0
0.0010968918181818,0.0
0.001096909090909,4.0
0.0010969591666666,116.0
0.0010970099999999,56.0
0.0010970636363636,2.0
0.0010972,7.0
0.00109725,65.0
0.0010972545454545,146.0
0.0010972666666666,33.0
0.0010974166666666,32.0
0.0010975083333333,1.0
0.001097519090909,6.0
0.0010975788888888,23.0
0.0010976363636363,370.0
0.001097731,3.0
0.0010978109090909,53.0
0.0010978275,2.0
0.0010978329999999,10.0
0.0010978672727272,2.0
0.0010978909090909,3.0
0.001097909090909,20.0
0.0010979777777777,36.0
0.001098,3.0
0.001098033,24.0
0.0010980636363636,6.0
0.0010981,2.0
0.0010981222222222,1.0
0.0010981645454545,14.0
0.0010982727272727,34.0
0.001098303,4.0
0.001098309090909,4.0
0.001098351,37.0
0.001098352,1.0
0.0010983636363636,8.0
0.0010983925,4.0
0.001098409090909,114.0
0.0010985736363636,2.0
0.0010985827272727,2.0
0.0010986666666666,473.0
0.00109872,17.0
0.0010987754545454,48.0
0.0010987999999999,13.0
0.0010992454545454,14.0
0.0010992841666666,15.0
0.00109932,4.0
0.0010995,6.0
0.0010996155555555,4.0
0.0010996454545454,2.0
0.0010996545454545,8.0
0.0010998571428571,10.0
0.0010999,11.0
0.0010999233333333,5.0
0.001100011,2.0
0.0011000455555555,21.0
0.0011000916666666,7.0
0.0011001455555555,57.0
0.00110015,1.0
0.0011002,26.0
0.00110022625,10.0
0.0011002711111111,2.0
0.0011002833333333,3.0
0.0011005545454545,50.0
0.00110085125,2.0
0.0011008554545454,50.0
0.0011010571428571,6.0
0.0011011818181818,0.0
0.0011011909090909,1.0
0.0011012818181818,1.0
0.001101375,0.0
0.001101441,6.0
0.00110157,0.0
0.001101609090909,25.0
0.0011017018181818,5.0
0.0011017555555555,11.0
0.0011018728571428,2.0
0.001102,13.0
0.00110202,8.0
0.00110206,1.0
0.0011020736363636,0.0
0.001102081,4.0
0.0011020909090909,15.0
0.00110210125,1.0
0.0011022727272727,3.0
0.00110228875,12.0
0.0011022911111111,12.0
0.0011023609999999,2.0
0.001102361,1.0
0.0011023909999999,4.0
0.0011024181818181,4.0
0.001102425,8.0
0.001102525,1.0
0.0011025272727272,4.0
0.0011026545454545,2.0
0.0011026755555555,0.0
0.0011027463636363,79.0
0.001102765,24.0
0.0011028545454545,2.0
0.00110287625,30.0
0.0011028866666666,2.0
0.001102971,5.0
0.0011029909090909,72.0
0.00110301,1.0
0.0011030909090909,5.0
0.0011032363636363,2.0
0.0011032727272727,0.0
0.001103352,1.0
0.0011036272727272,10.0
0.00110364,2.0
0.0011038636363636,0.0
0.00110398,2.0
0.001104,1.0
0.0011041509999999,21.0
0.001104175,6.0
0.00110425,0.0
0.0011042833333333,22.0
0.0011044175,2.0
0.0011044181818181,30.0
0.0011045363636363,0.0
0.0011045442857142,13.0
0.0011045555555555,8.0
0.0011046727272727,13.0
0.0011047209090909,1.0
0.001104751,0.0
0.0011048181818181,3.0
0.0011048454545454,19.0
0.0011049181818181,0.0
0.0011050636363636,3.0
0.0011052966666666,69.0
0.0011053454545454,11.0
0.0011053909090909,209.0
0.0011055272727272,1.0
0.0011058118181818,135.0
0.0011058377777777,1.0
0.0011060045454545,1.0
0.0011060199999999,59.0
0.00110625,57.0
0.001106309090909,6.0
0.0011063636363636,10.0
0.001106391,16.0
0.001106421,66.0
0.0011064545454545,2.0
0.001106525,8.0
0.00110656,9.0
0.0011065845454545,1.0
0.001106602,3.0
0.0011066175,4.0
0.0011066363636363,6.0
0.0011067563636363,2206.0
0.001106825,26.0
0.001106909090909,27.0
0.0011069857142857,52.0
0.0011071181818181,60.0
0.0011071363636363,4.0
0.00110723,30.0
0.00110724,6.0
0.0011073,7.0
0.00110732,25.0
0.00110743,36.0
0.0011074416666666,4.0
0.0011074545454545,3.0
0.0011075454545454,21.0
0.0011076,118.0
0.001107601,10.0
0.0011076454545454,12.0
0.0011077833333333,31.0
0.0011078083333333,53.0
0.0011078454545454,94.0
0.0011078666666666,85.0
0.0011078818181818,13.0
0.001107907,3.0
0.00110794,26.0
0.0011079554545454,62.0
0.001108,1.0
0.0011080571428571,8.0
0.0011080833333333,22.0
0.001108274,27.0
0.0011082981818181,0.0
0.001108309090909,21.0
0.0011083272727272,3.0
0.0011084008333333,6.0
0.0011084909090909,3.0
0.001108601,10.0
0.0011086109090909,44.0
0.0011086745454545,10.0
0.0011087216666666,1203.0
0.00110881,135.0
0.00110907,12.0
0.0011091416666666,7.0
0.00110917,59.0
0.0011092111111111,5.0
0.0011092127272727,24.0
0.00110925,7.0
0.0011092685454545,5.0
0.0011093571428571,79.0
0.0011093736363636,154.0
0.0011094763636363,19.0
0.00110953,12.0
0.0011095529999999,174.0
0.0011095727272727,21.0
0.00110969,1.0
0.0011098272727272,5.0
0.0011098363636363,5.0
0.0011098666666666,87.0
0.0011099299999999,1.0
0.00110996,0.0
0.00111,2.0
0.0011100428571428,51.0
0.0011101209090909,47.0
0.00111012875,15.0
0.0011101363636363,50.0
0.00111014,42.0
0.0011101645454545,0.0
0.0011101777777777,68.0
0.0011102091666666,5.0
0.00111023875,5.0
0.0011103181818181,69.0
0.001110407,0.0
0.0011104209090909,28.0
0.0011106363636363,15.0
0.0011107272727272,3.0
0.0011108918181818,1.0
0.00111104,28.0
0.00111105,7.0
0.0011110636363636,24.0
0.0011110818181818,13.0
0.0011111191666666,61.0
0.001111125,40.0
0.0011112727272727,183.0
0.001111275,14.0
0.00111143,4.0
0.0011114827272727,0.0
0.0011116,2.0
0.0011116363636363,0.0
0.00111165,30.0
0.0011117909090909,2.0
0.0011118,6.0
0.0011119166666666,0.0
0.0011119181818181,0.0
0.00111197,22.0
0.0011119833333333,574.0
0.00111199,2.0
0.0011120166666666,15.0
0.0011120833333333,32.0
0.0011122363636363,9.0
0.0011122454545454,1.0
0.0011122788888888,57.0
0.0011123,209.0
0.0011124181818181,0.0
0.001112454,27.0
0.0011126,33.0
0.0011127918181818,15.0
0.001112842,3.0
0.0011128727272727,0.0
0.0011130175,20.0
0.001113164,0.0
0.0011131818181818,3.0
0.0011133363636363,1.0
0.0011133599999999,5.0
0.0011134091666666,42.0
0.0011135833333333,59.0
0.0011136454545454,2.0
0.0011137209090909,4.0
0.0011137366666666,69.0
0.00111375,63.0
0.0011138181818181,32.0
0.0011138454545454,2.0
0.0011140258333333,13.0
0.0011140677777777,20.0
0.0011140711111111,131.0
0.0011141011111111,14.0
0.0011142291666666,5.0
0.0011144363636363,7.0
0.0011144845454545,25.0
0.0011145299999999,6.0
0.0011145945454545,5.0
0.0011146583333333,133.0
0.00111469,0.0
0.0011147272727272,37.0
0.0011148025,12.0
0.0011148272727272,2.0
0.0011148363636363,0.0
0.0011148588888888,5.0
0.001115031,2.0
0.0011150399999999,3.0
0.0011150545454545,18.0
0.00111506,1.0
0.0011151181818181,0.0
0.001115121,3.0
0.0011152545454545,0.0
0.0011152663636363,1.0
0.00111541,10.0
0.0011155454545454,218.0
0.0011155916666666,9.0
0.0011156916666666,104.0
0.001115775,15.0
0.0011157822222222,2.0
0.0011158416666666,299.0
0.0011158645454545,1.0
