prec,fatalities
4.6651428571428574e-05,15.0
4.682e-05,11.0
4.688375e-05,6.0
4.6899e-05,6.0
4.7133e-05,14.0
4.725e-05,55.0
4.735727272727273e-05,3.0
4.736833333333333e-05,0.0
4.7475e-05,0.0
4.753571428571428e-05,0.0
4.787142857142857e-05,15.0
4.7883e-05,1.0
4.790166666666667e-05,59.0
4.844e-05,5.0
4.8472857142857145e-05,0.0
4.8662e-05,1.0
4.8681e-05,2.0
4.879166666666667e-05,16.0
4.881818181818182e-05,36.0
4.884714285714286e-05,1.0
4.913833333333333e-05,6.0
4.930333333333334e-05,2.0
4.936374999999999e-05,2.0
4.95125e-05,34.0
4.9951e-05,2400.0
4.996285714285714e-05,53.0
4.996833333333333e-05,3.0
5.01425e-05,8.0
5.028454545454546e-05,14.0
5.031999999999999e-05,21.0
5.0501666666666665e-05,0.0
5.059142857142857e-05,8.0
5.089625e-05,24.0
5.1033e-05,24.0
5.113925e-05,3.0
5.1483e-05,5.0
5.152285714285714e-05,8.0
5.178857142857143e-05,15.0
5.1802e-05,0.0
5.188e-05,176.0
5.206285714285714e-05,3.0
5.215625e-05,13.0
5.22025e-05,81.0
5.224714285714285e-05,38.0
5.244714285714286e-05,36.0
5.25e-05,1.0
5.257500000000001e-05,44.0
5.2625e-05,5.0
5.288222222222222e-05,2.0
5.328e-05,197.0
5.328444444444444e-05,8.0
5.3375e-05,7.0
5.338e-05,1.0
5.342142857142857e-05,18.0
5.362888888888889e-05,6.0
5.3706666666666665e-05,0.0
5.37925e-05,5.0
5.386e-05,17.0
5.3954e-05,3.0
5.407e-05,5.0
5.419e-05,0.0
5.425e-05,28.0
5.5248e-05,42.0
5.560333333333333e-05,3.0
5.5646e-05,3.0
5.5724e-05,28.0
5.577174999999999e-05,141.0
5.583111111111111e-05,1.0
5.592e-05,17.0
5.6002500000000005e-05,42.0
5.6137e-05,7.0
5.617e-05,1.0
5.623272727272727e-05,217.0
5.624125e-05,10.0
5.6315000000000005e-05,3.0
5.645333333333334e-05,92.0
5.650000000000001e-05,0.0
5.663333333333334e-05,0.0
5.674125e-05,8.0
5.684428571428571e-05,10.0
5.68825e-05,4.0
5.707e-05,14.0
5.723444444444444e-05,17.0
5.729e-05,4.0
5.732e-05,16.0
5.734555555555555e-05,15.0
5.744777777777778e-05,8.0
5.7547e-05,1.0
5.758485714285714e-05,2.0
5.763857142857143e-05,2.0
5.7659999999999993e-05,6.0
5.776222222222222e-05,2.0
5.7905e-05,2.0
5.796199999999999e-05,2.0
5.8116666666666665e-05,8.0
5.8168e-05,11.0
5.8175e-05,64.0
5.830111111111112e-05,3.0
5.8375e-05,13.0
5.8805e-05,0.0
5.8835e-05,4.0
5.895416666666667e-05,3.0
5.9187142857142864e-05,13.0
5.961777777777778e-05,34.0
5.9696e-05,9.0
5.9705e-05,0.0
6.005333333333333e-05,3.0
6.008444444444444e-05,2.0
6.010583333333333e-05,27.0
6.0116000000000005e-05,16.0
6.01625e-05,2.0
6.022875e-05,19.0
6.0252500000000006e-05,8.0
6.0422e-05,5.0
6.046428571428572e-05,39.0
6.0675e-05,3.0
6.067545454545455e-05,1.0
6.077285714285714e-05,24.0
6.081333333333333e-05,3.0
6.09025e-05,2.0
6.111485714285714e-05,2.0
6.131444444444444e-05,37.0
6.1435e-05,13.0
6.146166666666667e-05,4.0
6.149444444444444e-05,1.0
6.1666e-05,15.0
6.175666666666666e-05,17.0
6.184375000000001e-05,12.0
6.1856e-05,180.0
6.1913e-05,8.0
6.25e-05,9.0
6.265454545454545e-05,238.0
6.273444444444445e-05,4.0
6.309375e-05,1.0
6.327888888888889e-05,3.0
6.348818181818182e-05,52.0
6.358875e-05,9.0
6.361625e-05,6.0
6.4032e-05,4.0
6.410222222222222e-05,26.0
6.415166666666666e-05,1.0
6.429625e-05,2.0
6.4522e-05,3.0
6.4615e-05,187.0
6.522333333333334e-05,4.0
6.53175e-05,3.0
6.533363636363637e-05,85.0
6.542857142857142e-05,9.0
6.544875e-05,8.0
6.5463e-05,12.0
6.617857142857143e-05,16.0
6.625125e-05,2.0
6.637222222222223e-05,27.0
6.6462e-05,62.0
6.649e-05,9.0
6.652e-05,5.0
6.6572e-05,2.0
6.6614e-05,17.0
6.68775e-05,12.0
6.688857142857143e-05,4.0
6.7054e-05,11.0
6.707142857142856e-05,0.0
6.723166666666666e-05,4.0
6.753833333333334e-05,2.0
6.757285714285715e-05,1.0
6.768545454545455e-05,2.0
6.7758e-05,14.0
6.794714285714285e-05,2.0
6.804181818181818e-05,24.0
6.819625e-05,5.0
6.822545454545454e-05,2.0
6.832625e-05,4.0
6.840000000000001e-05,3.0
6.8434e-05,13.0
6.87025e-05,11.0
6.873363636363635e-05,5.0
6.873914285714286e-05,17.0
6.875699999999999e-05,3.0
6.889e-05,1.0
6.890672727272726e-05,5.0
6.892e-05,167.0
6.892750000000001e-05,2.0
6.931333333333333e-05,90.0
6.981555555555555e-05,51.0
6.990666666666667e-05,14.0
7.024857142857142e-05,5.0
7.031222222222222e-05,1.0
7.037700000000001e-05,4.0
7.044999999999999e-05,7.0
7.057222222222223e-05,34.0
7.067299999999999e-05,10.0
7.068636363636364e-05,10.0
7.069857142857143e-05,43.0
7.114166666666666e-05,27.0
7.122e-05,51.0
7.137166666666667e-05,4.0
7.13925e-05,17.0
7.140400000000001e-05,5.0
7.156285714285714e-05,24.0
7.162222222222222e-05,4.0
7.168833333333333e-05,23.0
7.170250000000001e-05,3.0
7.198e-05,1.0
7.212555555555556e-05,4.0
7.234142857142858e-05,12.0
7.298125e-05,1.0
7.307854545454544e-05,7.0
7.321500000000001e-05,13.0
7.384566666666666e-05,1.0
7.475e-05,0.0
7.490711111111111e-05,0.0
7.492166666666666e-05,68.0
7.5002e-05,5.0
7.5044e-05,8.0
7.515999999999999e-05,2.0
7.520285714285714e-05,4.0
7.53525e-05,34.0
7.54e-05,1.0
7.546e-05,15.0
7.56164e-05,4.0
7.57790909090909e-05,6.0
7.597125e-05,2.0
7.598222222222222e-05,154.0
7.599999999999999e-05,7.0
7.609857142857143e-05,0.0
7.6346e-05,10.0
7.6554e-05,5.0
7.667363636363636e-05,0.0
7.678818181818182e-05,4.0
7.680999999999999e-05,2.0
7.7e-05,6.0
7.71175e-05,29.0
7.718375e-05,30.0
7.7209e-05,11.0
7.774777777777778e-05,2.0
7.77925e-05,9.0
7.784428571428572e-05,41.0
7.784818181818181e-05,69.0
7.794e-05,0.0
7.803222222222222e-05,7.0
7.816222222222222e-05,4.0
7.818636363636364e-05,3.0
7.888999999999998e-05,5.0
7.92825e-05,4.0
7.9406e-05,38.0
7.941300000000001e-05,7.0
7.952155555555555e-05,7.0
8.020375e-05,10.0
8.032777777777778e-05,12.0
8.040833333333333e-05,85.0
8.052749999999999e-05,40.0
8.05611111111111e-05,5.0
8.064444444444445e-05,80.0
8.075777777777778e-05,9.0
8.095e-05,55.0
8.1088e-05,2.0
8.1213e-05,2.0
8.131857142857144e-05,11.0
8.144545454545454e-05,5.0
8.209375e-05,41.0
8.240444444444444e-05,31.0
8.2442e-05,3.0
8.245272727272727e-05,1.0
8.246155555555556e-05,2.0
8.25e-05,1.0
8.272333333333333e-05,6.0
8.301599999999999e-05,4.0
8.311444444444445e-05,9.0
8.347363636363638e-05,2.0
8.37157142857143e-05,2.0
8.373666666666665e-05,8.0
8.3791e-05,6.0
8.385499999999999e-05,3.0
8.4225e-05,3.0
8.4455e-05,22.0
8.453875e-05,1.0
8.454888888888889e-05,22.0
8.460333333333334e-05,93.0
8.488714285714285e-05,13.0
8.491222222222222e-05,1.0
8.518666666666666e-05,96.0
8.523875e-05,89.0
8.526666666666666e-05,6.0
8.539299999999999e-05,2.0
8.5406e-05,6.0
8.5633e-05,12.0
8.6284e-05,579.0
8.716666666666665e-05,85.0
8.772333333333333e-05,2.0
8.773125e-05,0.0
8.796777777777778e-05,5.0
8.80275e-05,5.0
8.826833333333332e-05,36.0
8.857500000000001e-05,61.0
8.865833333333334e-05,9.0
8.873888888888888e-05,12.0
8.889914285714287e-05,1.0
8.935166666666666e-05,5.0
8.962555555555556e-05,5.0
8.970444444444444e-05,9.0
9.0006e-05,7.0
9.0331e-05,4.0
9.035e-05,0.0
9.0574e-05,5.0
9.06e-05,1.0
9.0875e-05,39.0
9.112222222222222e-05,1.0
9.11525e-05,0.0
9.117090909090907e-05,3.0
9.1241e-05,3.0
9.165857142857144e-05,27.0
9.168e-05,1.0
9.171e-05,8.0
9.20375e-05,3.0
9.224454545454546e-05,12.0
9.249545454545455e-05,1.0
9.251e-05,8.0
9.2695e-05,5.0
9.276888888888888e-05,2.0
9.30790909090909e-05,27.0
9.325e-05,18.0
9.348714285714286e-05,17.0
9.35925e-05,560.0
9.423428571428572e-05,11.0
9.446666666666668e-05,10.0
9.498333333333332e-05,10.0
9.507625e-05,32.0
9.55242857142857e-05,0.0
9.573111111111112e-05,54.0
9.5762e-05,170.0
9.594571428571428e-05,44.0
9.605818181818182e-05,24.0
9.6314e-05,4.0
9.634428571428572e-05,91.0
9.636e-05,2.0
9.647111111111112e-05,6.0
9.658363636363635e-05,11.0
9.678e-05,13.0
9.690166666666664e-05,5.0
9.694000000000002e-05,1.0
9.705333333333334e-05,2.0
9.715545454545455e-05,3.0
9.723e-05,9.0
9.739285714285714e-05,27.0
9.762166666666667e-05,16.0
9.796666666666666e-05,48.0
9.8251e-05,2.0
9.8451e-05,10.0
9.90125e-05,6.0
9.90675e-05,6.0
9.9717e-05,101.0
9.980428571428572e-05,3.0
0.000100406,0.0
0.0001010437499999,331.0
0.0001012674999999,6.0
0.00010135875,6.0
0.0001014233333333,136.0
0.0001015216666666,5.0
0.0001015581818181,1.0
0.0001017162499999,57.0
0.00010175925,9.0
0.0001020833333333,17.0
0.0001021088888888,7.0
0.0001021233333333,7.0
0.0001021442857142,66.0
0.0001021608333333,51.0
0.0001022366666666,13.0
0.0001022822222222,3.0
0.0001023577777777,27.0
0.00010248,174.0
0.000102825,20.0
0.0001028722222222,2.0
0.0001029157142857,0.0
0.0001032416666666,2.0
0.000103575,24.0
0.000103702,5.0
0.0001037122222222,22.0
0.0001038,1.0
0.000103883,1.0
0.0001038833333333,4.0
0.0001040285714285,14.0
0.0001040442857142,3.0
0.00010405,49.0
0.000104349090909,4.0
0.000104385,25.0
0.000104416,82.0
0.0001046225,6.0
0.0001046333333333,5.0
0.0001047375,27.0
0.0001048028571428,32.0
0.0001048516666666,18.0
0.0001057571428571,19.0
0.0001058757142857,6.0
0.0001065811111111,4.0
0.0001067083333333,1.0
0.0001067822222222,26.0
0.000107202,10.0
0.0001072124999999,2.0
0.0001073033333333,22.0
0.0001073636363636,33.0
0.0001075654545454,19.0
0.0001076275,5.0
0.000107665,9.0
0.000107678,0.0
0.0001077183333333,2.0
0.0001078683333333,10.0
0.000107968,8.0
0.0001079845454545,15.0
0.000107995,28.0
0.0001082775,34.0
0.0001082866666666,28.0
0.000108359090909,6.0
0.00010847625,1.0
0.0001085728571428,1.0
0.0001086399999999,28.0
0.00010902,71.0
0.0001091111111111,4.0
0.0001091122222222,0.0
0.000109182,30.0
0.0001092082222222,22.0
0.000109231,4.0
0.00010932,31.0
0.000109548,5.0
0.00010962625,3.0
0.0001096936363636,12.0
0.00010970375,20.0
0.00010994,9.0
0.0001099485714285,1247.0
0.0001099566666666,4.0
0.00011003,28.0
0.000110031,6.0
0.000110154,8.0
0.0001102577777777,43.0
0.0001105181818181,6.0
0.000110601,3.0
0.000110794,25.0
0.0001108763636363,10.0
0.000110967,2.0
0.0001111087499999,87.0
0.0001112185714285,20.0
0.0001112722222222,8.0
0.0001115525,0.0
0.0001126611111111,2.0
0.0001129059999999,4.0
0.000112964,0.0
0.0001130049999999,7.0
0.0001132759999999,5.0
0.0001133571428571,1.0
0.0001134809999999,1.0
0.0001135433333333,2.0
0.0001135883333333,14.0
0.00011372625,2.0
0.0001138,5.0
0.00011382125,2.0
0.0001139371428571,4.0
0.00011396,4.0
0.00011400625,2.0
0.0001141809999999,5.0
0.0001144555555555,3.0
0.0001144728571428,3.0
0.0001146677142857,18.0
0.0001147454545454,7.0
0.0001147516666666,113.0
0.0001149044444444,6.0
0.0001149499999999,4.0
0.0001150333333333,30.0
0.0001155,55.0
0.0001155063636363,3.0
0.00011552,3.0
0.0001156312727272,2.0
0.0001156545454545,46.0
0.0001156911111111,3.0
0.0001157863636363,23.0
0.00011582,1.0
0.0001158533333333,19.0
0.0001160314285714,1.0
0.0001161377777777,12.0
0.00011651175,1.0
0.0001168554545454,8.0
0.0001171954545454,8.0
0.0001173125,48.0
0.0001173166666666,2.0
0.00011745,60.0
0.0001175,122.0
0.000117511,44.0
0.000117775,13.0
0.0001178364,2.0
0.0001179054545454,13.0
0.000118015,56.0
0.0001180525,5.0
0.0001182349090909,34.0
0.000118292,1.0
0.000118322,19.0
0.0001185011111111,4.0
0.0001185822222222,24.0
0.000118625,4.0
0.0001188442857142,73.0
0.0001189199999999,2.0
0.0001193111111111,24.0
0.00011941,12.0
0.0001195,5.0
0.0001195014285714,19.0
0.0001195555555555,176.0
0.0001198388888888,17.0
0.000119864,12.0
0.000119893,2.0
0.0001200466666666,140.0
0.0001201387499999,24.0
0.0001201818181818,15.0
0.00012023,53.0
0.00012043,4.0
0.0001209262499999,4.0
0.000121041,4.0
0.0001211611111111,4.0
0.0001213175,3.0
0.0001219181818181,26.0
0.0001219234,2.0
0.0001222663636363,3.0
0.0001223577777777,14.0
0.000122811,23.0
0.0001228318181818,6.0
0.0001228333333333,11.0
0.00012295,40.0
0.0001230633333333,6.0
0.0001231636363636,3.0
0.0001235,24.0
0.0001235388888888,10.0
0.0001236125,1.0
0.0001236383333333,1.0
0.00012398875,5.0
0.0001240418181818,213.0
0.00012436,13.0
0.0001245244444444,27.0
0.0001245533333333,67.0
0.0001245571428571,6.0
0.00012460625,10.0
0.000124662,3.0
0.0001246714285714,50.0
0.0001247677777777,1.0
0.0001248042857142,12.0
0.0001248714285714,15.0
0.000125124,50.0
0.00012531,159.0
0.0001254285714285,7.0
0.0001260016666666,39.0
0.000126485,1.0
0.000126642,23.0
0.000126741,111.0
0.0001268244444444,14.0
0.0001268375,11.0
0.0001270989999999,11.0
0.0001272,43.0
0.0001272471428571,1.0
0.00012732,4.0
0.0001277471428571,19.0
0.000128521,0.0
0.0001289157142857,46.0
0.0001289918181818,10.0
0.0001289954545454,5.0
0.0001291,4.0
0.0001291199999999,0.0
0.000129263,7.0
0.0001292775,4.0
0.000129441,10.0
0.00012955,19.0
0.0001296171428571,32.0
0.0001296536363636,1.0
0.0001297375,77.0
0.0001299214285714,169.0
0.00013045,14.0
0.0001305455555555,1.0
0.00013062625,714.0
0.000130655,14.0
0.0001306833333333,19.0
0.0001307781818181,3.0
0.0001309,6.0
0.000130919090909,47.0
0.0001309666666666,18.0
0.000131091,1.0
0.0001311166666666,51.0
0.0001311454545454,4.0
0.000131225,22.0
0.0001312625,3.0
0.000131366,5.0
0.0001314516666666,0.0
0.0001316454545454,6.0
0.000131792,12.0
0.0001318175,4.0
0.000131982,122.0
0.0001323455555555,2.0
0.0001323918181818,1.0
0.0001325333333333,10.0
0.000132625,3.0
0.0001326471428571,553.0
0.00013266,1.0
0.000132741,54.0
0.0001329,4.0
0.0001329636363636,14.0
0.00013313,26.0
0.0001333455555555,5.0
0.0001333554545454,4.0
0.0001333577777777,1.0
0.0001336,3.0
0.0001343088888888,11.0
0.000134562,1.0
0.0001346628571428,1.0
0.000134874,3.0
0.000135139090909,1.0
0.0001352666666666,9.0
0.0001354239999999,0.0
0.0001354833333333,2.0
0.0001356057142857,1.0
0.0001357645454545,5.0
0.0001358736363636,200.0
0.0001361025,8.0
0.000136361,6.0
0.00013646,38.0
0.0001367155555555,5.0
0.0001367555555555,28.0
0.00013695,4.0
0.0001369725,17.0
0.00013699,114.0
0.000137035,1.0
0.000137268,311.0
0.0001375463636363,3.0
0.0001375694,0.0
0.0001376,21.0
0.0001377072727272,10.0
0.0001378355555555,1.0
0.0001378585714285,35.0
0.0001383055555555,11.0
0.000138491,12.0
0.0001385,5.0
0.0001386058333333,23.0
0.000138612,2000.0
0.000138725,1.0
0.0001387628571428,2.0
0.0001388716666666,4.0
0.00013888,49.0
0.0001390099999999,30.0
0.0001394466666666,21.0
0.0001395875,11.0
0.000139641,4.0
0.000140066,37.0
0.0001400875,2.0
0.0001402166666666,14.0
0.0001402963636363,2.0
0.0001403336363636,18.0
0.0001404581818181,10.0
0.0001406321818181,10.0
0.0001411272727272,8.0
0.0001411377777777,27.0
0.0001411555555555,91.0
0.000141162,7.0
0.0001412027272727,7.0
0.0001413387499999,96.0
0.0001415011111111,2.0
0.0001415511111111,0.0
0.000141605,5.0
0.000141855,14.0
0.0001418871428571,52.0
0.0001419381818181,16.0
0.0001421366666666,46.0
0.0001422099999999,4.0
0.0001424358333333,0.0
0.0001424512499999,635.0
0.000142855,17.0
0.0001430309090909,30.0
0.0001430442857142,158.0
0.000143305,1.0
0.0001433525,24.0
0.0001434433333333,13.0
0.000143664,14.0
0.000143681,4.0
0.0001438171428571,435.0
0.0001440366666666,21.0
0.00014431625,4.0
0.0001443463636363,0.0
0.0001443688888888,1.0
0.0001443716666666,10.0
0.000144404,11.0
0.0001444958333333,1.0
0.000144945,3.0
0.00014521375,4.0
0.0001452775,12.0
0.000145281,23.0
0.0001456377777777,37.0
0.0001456609090909,24.0
0.0001456714285714,211.0
0.0001457785714285,5.0
0.000145915,52.0
0.0001459363636363,2.0
0.0001459833333333,46.0
0.0001461429999999,3.0
0.0001465875,26.0
0.0001469433333333,2.0
0.0001470625,4.0
0.000147104,43.0
0.0001472866666666,4.0
0.0001473183333333,1.0
0.0001473854545454,31.0
0.000147452,4.0
0.00014753,1.0
0.000147575,1.0
0.0001476933333333,5.0
0.0001477245454545,6.0
0.0001477619999999,55.0
0.000147852,9.0
0.0001479285714285,21.0
0.0001479771111111,84.0
0.000148105,1.0
0.00014830375,31.0
0.00014878,45.0
0.0001488183333333,20.0
0.00014911,427.0
0.00014925,9.0
0.0001494277777777,8.0
0.00014957375,0.0
0.000149741,1.0
0.00014982,2.0
0.0001498645454545,7.0
0.0001498714285714,2.0
0.000149902,12.0
0.000149975,367.0
0.0001501442857142,3.0
0.0001503918181818,58.0
0.00015061625,3.0
0.0001506372727272,250.0
0.0001506527272727,0.0
0.0001507011111111,15.0
0.00015087625,49.0
0.00015127875,0.0
0.00015133,4.0
0.00015143,49.0
0.000152015,9.0
0.00015248875,4.0
0.0001525,2.0
0.0001526125,6.0
0.00015264,6.0
0.0001528885714285,13.0
0.000152944,2.0
0.000153151,254.0
0.00015364,117.0
0.0001536777777777,16.0
0.000153825,29.0
0.0001539075,1.0
0.000153911,2.0
0.0001539455555555,20.0
0.0001540545454545,149.0
0.0001542885714285,0.0
0.000154298,3.0
0.0001543488888888,5.0
0.00015490375,1.0
0.0001551,2.0
0.0001553945454545,19.0
0.0001553966666666,11.0
0.000155524,23.0
0.000155555,5.0
0.000155626,3.0
0.0001558142857142,4.0
0.0001559188888888,0.0
0.000156,8.0
0.0001561,186.0
0.00015631,5.0
0.00015641875,4.0
0.00015663,5.0
0.00015672,132.0
0.0001570016666666,0.0
0.00015714,42.0
0.00015717,1.0
0.00015736,11.0
0.0001573888888888,25.0
0.0001574157142857,2.0
0.0001574625,0.0
0.0001575566666666,2.0
0.0001579728571428,28.0
0.000158128,33.0
0.0001581344444444,13.0
0.00015816,39.0
0.000158419090909,8.0
0.0001587125,2.0
0.00015873875,6.0
0.0001587672727272,0.0
0.000158801,3.0
0.0001589233333333,2.0
0.0001594709999999,1.0
0.00015979,21.0
0.00015991,8.0
0.0001599342857142,0.0
0.0001599429999999,6.0
0.0001599599999999,3.0
0.0001601299999999,18.0
0.0001603822222222,4.0
0.0001604663636363,23.0
0.0001605714285714,1.0
0.0001605844444444,1.0
0.0001609857142857,25.0
0.0001610925,4.0
0.0001611888888888,46.0
0.0001611925,1.0
0.0001614555555555,98.0
0.00016168,3.0
0.0001617127272727,35.0
0.00016178,38.0
0.000162,2.0
0.0001620171428571,1.0
0.000162211,6.0
0.00016225375,8.0
0.0001622545454545,60.0
0.00016232,7.0
0.0001623985714285,1.0
0.0001624175,6.0
0.00016254125,0.0
0.00016265125,17.0
0.0001631888888888,6.0
0.0001635314285714,47.0
0.00016358,12.0
0.00016362875,6.0
0.0001637016666666,136.0
0.0001638555555555,7.0
0.00016395,30.0
0.000164509090909,5.0
0.000164751,86.0
0.00016496,17.0
0.0001650371428571,16.0
0.00016505125,18.0
0.0001650885714285,12.0
0.0001651139999999,93.0
0.0001652871428571,5.0
