rh,fatalities
26.60909090909091,8.0
26.61818181818182,25.0
26.62,27.0
26.627272727272725,11.0
26.62727272727273,2.0
26.63636363636364,203.0
26.638333333333332,103.0
26.64444444444444,19.0
26.645454545454545,18.0
26.65,8.0
26.655555555555555,2.0
26.65833333333333,70.0
26.66363636363636,3.0
26.663636363636364,2.0
26.67272727272728,3.0
26.681818181818183,5.0
26.683333333333334,156.0
26.69090909090909,97.0
26.7,0.0
26.700000000000003,3.0
26.70909090909091,60.0
26.71666666666667,215.0
26.718181818181822,3.0
26.725,12.0
26.727272727272727,9.0
26.73333333333333,37.0
26.736363636363635,5.0
26.73636363636364,9.0
26.745454545454542,8.0
26.75454545454545,23.0
26.758333333333333,3.0
26.758333333333336,8.0
26.76363636363636,43.0
26.76636363636364,10.0
26.77,6.0
26.772727272727277,25.0
26.78181818181818,6.0
26.8,6.0
26.80909090909091,21.0
26.809090909090912,27.0
26.816666666666663,2.0
26.818181818181817,24.0
26.827272727272724,35.0
26.827272727272728,9.0
26.83333333333333,7.0
26.83636363636364,261.0
26.84166666666667,4.0
26.85,30.0
26.863636363636363,25.0
26.87,7.0
26.872727272727275,7.0
26.875,205.0
26.877777777777776,1.0
26.88,206.0
26.883333333333336,37.0
26.88888888888889,13.0
26.89,24.0
26.89090909090909,7.0
26.9,3.0
26.90909090909091,296.0
26.91,29.0
26.910000000000004,22.0
26.918181818181814,180.0
26.92,4.0
26.925,8.0
26.92727272727273,12.0
26.94545454545454,59.0
26.954545454545453,2.0
26.95833333333333,289.0
26.96363636363636,5.0
26.963636363636365,18.0
26.977777777777774,0.0
26.981818181818184,67.0
26.99090909090909,319.0
27.0,2.0
27.00909090909091,2.0
27.01,4.0
27.018181818181816,36.0
27.01818181818182,55.0
27.027272727272727,34.0
27.03,26.0
27.03333333333333,7.0
27.036363636363635,6.0
27.05,6.0
27.05454545454545,22.0
27.05454545454546,31.0
27.06,28.0
27.072727272727278,2.0
27.08333333333333,2.0
27.08888888888889,16.0
27.09,1.0
27.09090909090909,2.0
27.091666666666665,7.0
27.10909090909091,172.0
27.11,1.0
27.11818181818182,13.0
27.127272727272725,2.0
27.12727272727273,70.0
27.131818181818183,249.0
27.13636363636364,88.0
27.14444444444444,8.0
27.14444444444445,6.0
27.145454545454545,70.0
27.145454545454548,5.0
27.15,28.0
27.154545454545453,6.0
27.15833333333333,65.0
27.16,37.0
27.163636363636364,12.0
27.17,40.0
27.172727272727272,30.0
27.17272727272728,31.0
27.181818181818183,19.0
27.1825,43.0
27.2,15.0
27.20909090909091,10.0
27.21,1.0
27.21818181818181,4.0
27.22,5.0
27.227272727272727,3.0
27.24,202.0
27.244444444444447,5.0
27.24727272727273,2.0
27.26,67.0
27.272727272727277,103.0
27.28181818181818,22.0
27.281818181818185,5.0
27.29090909090909,1.0
27.291666666666668,4.0
27.3,11.0
27.30909090909091,5.0
27.316666666666663,1.0
27.317272727272726,72.0
27.318181818181817,31.0
27.32,26.0
27.327272727272728,7.0
27.33,1.0
27.33272727272727,102.0
27.33636363636364,56.0
27.341666666666665,9.0
27.345454545454544,14.0
27.345454545454547,87.0
27.35,10.0
27.35454545454545,77.0
27.354545454545452,17.0
27.363636363636363,465.0
27.372727272727275,156.0
27.375,3.0
27.380000000000003,1.0
27.38888888888889,26.0
27.39090909090909,160.0
27.391666666666666,579.0
27.40833333333333,4.0
27.40909090909091,20.0
27.418181818181814,0.0
27.41818181818182,2.0
27.425454545454546,5.0
27.42727272727273,62.0
27.433333333333334,72.0
27.44,5.0
27.45,59.0
27.454545454545453,57.0
27.45833333333333,132.0
27.463636363636365,2.0
27.466666666666665,2.0
27.47,4.0
27.48,37.0
27.48181818181818,27.0
27.49,41.0
27.49090909090909,2.0
27.5,34.0
27.509090909090908,8.0
27.50909090909091,14.0
27.51083333333333,3.0
27.518181818181816,70.0
27.51818181818182,22.0
27.522222222222226,8.0
27.527272727272727,13.0
27.53333333333333,125.0
27.53454545454545,15.0
27.536363636363635,14.0
27.53636363636364,2.0
27.54,9.0
27.545454545454547,2.0
27.55454545454545,73.0
27.563636363636363,6.0
27.56363636363637,16.0
27.566666666666663,99.0
27.57,173.0
27.58181818181818,2.0
27.58333333333333,264.0
27.58636363636364,43.0
27.59,47.0
27.59090909090909,7.0
27.59166666666667,33.0
27.6,3.0
27.61818181818182,10.0
27.625,21.0
27.63636363636364,74.0
27.6375,3.0
27.64,459.0
27.645454545454545,41.0
27.645454545454548,42.0
27.65,0.0
27.654545454545456,57.0
27.65833333333333,5.0
27.66,0.0
27.663636363636364,115.0
27.666666666666668,660.0
27.675,3.0
27.681818181818183,17.0
27.68888888888889,5.0
27.690909090909088,217.0
27.69090909090909,19.0
27.7,49.0
27.700000000000003,2.0
27.709090909090907,2.0
27.70909090909091,1.0
27.71,2.0
27.71666666666667,11.0
27.71818181818181,18.0
27.718181818181822,2.0
27.725,34.0
27.727272727272727,8.0
27.73,2.0
27.736363636363635,1.0
27.73636363636364,43.0
27.745454545454542,1.0
27.75,4.0
27.75454545454545,15.0
27.76,80.0
27.76363636363636,52.0
27.763636363636365,3.0
27.772727272727277,21.0
27.78,54.0
27.781818181818185,13.0
27.790909090909093,2.0
27.8,7.0
27.808333333333334,1.0
27.809090909090905,25.0
27.80909090909091,0.0
27.809090909090912,0.0
27.816666666666663,34.0
27.818181818181817,13.0
27.827272727272728,61.0
27.83333333333333,63.0
27.83636363636364,79.0
27.845454545454547,7.0
27.85,217.0
27.851818181818185,7.0
27.866666666666667,93.0
27.87272727272727,44.0
27.872727272727275,144.0
27.88181818181818,37.0
27.881818181818183,2.0
27.89090909090909,17.0
27.89166666666667,17.0
27.9,11.0
27.90090909090909,7.0
27.90909090909091,12.0
27.911818181818184,0.0
27.91818181818182,8.0
27.93636363636364,39.0
27.94,46.0
27.94545454545454,7.0
27.954545454545453,2.0
27.96,2.0
27.96363636363636,75.0
27.972727272727276,6.0
27.98333333333333,46.0
27.99,0.0
27.99090909090909,16.0
28.0,231.0
28.007272727272724,20.0
28.00909090909091,47.0
28.01,8.0
28.016666666666666,119.0
28.018181818181816,3.0
28.01818181818182,5.0
28.03636363636364,66.0
28.04,5.0
28.041666666666668,134.0
28.045454545454547,8.0
28.05454545454545,3.0
28.058333333333334,17.0
28.06,7.0
28.063636363636363,252.0
28.06363636363637,8.0
28.066666666666663,3.0
28.07,9.0
28.07272727272727,7.0
28.08333333333333,18.0
28.090833333333336,1.0
28.09090909090909,8.0
28.1,64.0
28.10833333333333,9.0
28.10909090909091,22.0
28.118181818181817,22.0
28.11818181818182,0.0
28.125,30.0
28.127272727272725,4.0
28.12727272727273,24.0
28.141666666666666,5.0
28.14444444444444,137.0
28.145454545454545,16.0
28.145454545454548,6.0
28.154545454545456,0.0
28.163636363636364,4.0
28.166666666666668,30.0
28.172727272727272,85.0
28.17272727272728,8.0
28.175,71.0
28.18,12.0
28.181818181818183,97.0
28.19,8.0
28.190909090909088,16.0
28.19090909090909,4.0
28.191666666666663,110.0
28.2,72.0
28.200000000000003,21.0
28.20909090909091,27.0
28.21,0.0
28.21818181818181,14.0
28.21818181818182,24.0
28.218181818181822,39.0
28.22,10.0
28.22222222222222,5.0
28.23,25.0
28.23333333333333,16.0
28.23636363636364,5.0
28.24,12.0
28.241666666666664,1.0
28.244444444444444,6.0
28.245454545454542,51.0
28.25454545454545,51.0
28.258333333333336,10.0
28.263636363636365,93.0
28.266666666666666,53.0
28.272727272727277,8.0
28.28181818181818,14.0
28.281818181818185,14.0
28.29,4.0
28.3,34.0
28.308333333333334,225.0
28.308333333333337,2.0
28.31,10.0
28.318181818181817,92.0
28.32,31.0
28.327272727272724,0.0
28.327272727272728,38.0
28.33,6.0
28.33636363636364,18.0
28.34,101.0
28.341666666666665,7.0
28.34166666666667,192.0
28.34272727272727,4.0
28.344444444444445,25.0
28.345454545454544,8.0
28.345454545454547,140.0
28.35833333333333,109.0
28.363636363636363,20.0
28.366666666666667,2.0
28.37,1.0
28.37272727272727,9.0
28.376363636363635,4.0
28.38181818181818,9.0
28.381818181818183,5.0
28.39090909090909,44.0
28.391666666666666,5.0
28.39333333333333,13.0
28.4,14.0
28.40909090909091,18.0
28.418181818181814,0.0
28.41818181818182,15.0
28.42727272727273,19.0
28.43636363636364,26.0
28.44545454545455,11.0
28.45,34.0
28.454545454545453,15.0
28.45833333333333,57.0
28.472727272727276,19.0
28.475,147.0
28.47777777777778,10.0
28.48181818181818,71.0
28.481818181818184,65.0
28.48333333333333,200.0
28.49090909090909,29.0
28.491666666666667,57.0
28.5,31.0
28.509090909090908,43.0
28.51,0.0
28.518181818181816,9.0
28.525,9.0
28.527272727272727,145.0
28.53,44.0
28.536363636363635,30.0
28.54,99.0
28.544444444444444,31.0
28.545454545454547,27.0
28.563636363636363,3.0
28.56363636363637,8.0
28.57,11.0
28.57272727272727,3.0
28.572727272727278,30.0
28.57454545454545,30.0
28.575,142.0
28.58,61.0
28.581818181818186,13.0
28.58333333333333,1.0
28.59090909090909,12.0
28.6,142.0
28.605,18.0
28.60909090909091,12.0
28.618181818181817,2.0
28.62,44.0
28.626363636363635,39.0
28.627272727272725,32.0
28.63,3.0
28.63636363636364,12.0
28.64166666666667,4.0
28.645454545454545,76.0
28.65,173.0
28.654545454545456,29.0
28.65727272727273,0.0
28.672727272727272,1.0
28.67272727272728,17.0
28.675,1.0
28.681818181818183,1.0
28.690909090909088,1.0
28.7,1.0
28.700000000000003,75.0
28.70833333333333,41.0
28.709090909090907,5.0
28.70909090909091,2.0
28.71818181818181,23.0
28.72,62.0
28.727272727272727,64.0
28.73,1.0
28.73333333333333,19.0
28.736363636363635,63.0
28.73636363636364,23.0
28.75,70.0
28.75454545454545,46.0
28.758333333333333,23.0
28.766666666666666,56.0
28.772727272727277,6.0
28.78,77.0
28.78181818181818,9.0
28.781818181818185,11.0
28.78333333333333,68.0
28.78909090909091,24.0
28.79,25.0
28.79090909090909,21.0
28.790909090909093,442.0
28.791666666666668,9.0
28.8,36.0
28.80909090909091,15.0
28.81666666666667,181.0
28.818181818181817,44.0
28.82,13.0
28.827272727272724,4.0
28.827272727272728,30.0
28.83,5.0
28.83333333333333,81.0
28.83636363636364,134.0
28.845454545454544,50.0
28.85,19.0
28.85454545454545,13.0
28.863636363636363,14.0
28.866666666666667,0.0
28.87272727272727,68.0
28.88181818181818,40.0
28.883333333333333,11.0
28.89090909090909,3.0
28.9,19.0
28.90833333333333,2.0
28.90909090909091,111.0
28.916666666666668,23.0
28.91818181818181,1.0
28.918181818181814,29.0
28.91818181818182,4.0
28.92727272727273,24.0
28.933333333333337,22.0
28.93636363636364,57.0
28.94,13.0
28.941666666666663,10.0
28.94272727272727,11.0
28.94545454545454,2.0
28.95,73.0
28.954545454545453,73.0
28.963636363636365,4.0
28.96363636363637,9.0
28.975,25.0
28.98181818181818,19.0
28.981818181818184,36.0
28.98333333333333,43.0
28.99,1.0
28.99090909090909,197.0
28.990909090909096,15.0
29.0,92.0
29.008333333333336,36.0
29.016666666666666,418.0
29.018181818181816,13.0
29.01818181818182,5.0
29.025,1.0
29.027272727272724,22.0
29.03333333333333,164.0
29.036363636363635,21.0
29.041666666666668,17.0
